"","X","grp.recording","female.id","great.call","recording","Delta.Time..s..1","BW.90...Hz..1","Freq.5...Hz..1","Freq.95...Hz..1","Delta.Time..s..2","BW.90...Hz..2","Freq.5...Hz..2","Freq.95...Hz..2","Delta.Time..s..3","BW.90...Hz..3","Freq.5...Hz..3","Freq.95...Hz..3","Delta.Time..s..4","BW.90...Hz..4","Freq.5...Hz..4","Freq.95...Hz..4","Delta.Time..s..5","BW.90...Hz..5","Freq.5...Hz..5","Freq.95...Hz..5","Delta.Time..s..6","BW.90...Hz..6","Freq.5...Hz..6","Freq.95...Hz..6","duty.cycle","note.dur.comb","rest.dur.comb","num.notes","intro.dur","trill.dur"
"286",20498,"SAFC_01_029","SAFC_01","SAFC_01_029.01",1,1.242,129.2,624.5,753.7,0.83,107.7,646,753.7,0.557,107.7,667.5,775.2,0.36,129.2,667.5,796.7,0.267,107.7,689.1,796.7,0.209,150.7,689.1,839.8,0.781233664401464,2.989,3.826,48,6.178,4.522
"287",20546,"SAFC_01_029","SAFC_01","SAFC_01_029.02",2,1.276,107.7,602.9,710.6,1.261,193.8,624.5,818.3,0.569,236.9,667.5,904.4,0.145,258.4,710.6,969,0.151,258.4,710.6,969,0.179,258.4,732.1,990.5,0.801528599605523,3.251,4.056,65,9.872,2.955
"288",20611,"SAFC_01_029","SAFC_01","SAFC_01_029.03",3,1.115,107.7,624.5,732.1,0.928,107.7,646,753.7,0.546,129.2,646,775.2,0.319,107.7,689.1,796.7,0.273,129.2,689.1,818.3,0.227,258.4,710.6,969,0.762454116413215,2.908,3.814,58,6.973,4.638
"289",20668,"SAFC_01_029","SAFC_01","SAFC_01_029.04",4,1.193,107.7,624.5,732.1,1.118,150.7,624.5,775.2,0.731,258.4,667.5,925.9,0.227,279.9,689.1,969,0.215,301.5,689.1,990.5,0.204,279.9,710.6,990.5,0.829695431472081,3.269,3.94,57,7.278,4.719
"290",20725,"SAFC_01_029","SAFC_01","SAFC_01_029.05",5,1.161,107.7,602.9,710.6,1.062,215.3,646,861.3,0.683,258.4,667.5,925.9,0.42,258.4,689.1,947.5,0.244,236.9,710.6,947.5,0.18,236.9,732.1,969,0.870680628272251,3.326,3.82,64,8.316,4.226
"291",20789,"SAFC_01_029","SAFC_01","SAFC_01_029.06",6,1.362,86.1,624.5,710.6,0.917,86.1,646,732.1,0.534,107.7,667.5,775.2,0.354,107.7,689.1,796.7,0.267,129.2,689.1,818.3,0.226,193.8,689.1,882.9,0.796328891123963,3.167,3.977,67,8.551,4.667
"292",20856,"SAFC_01_029","SAFC_01","SAFC_01_029.07",7,1.167,258.4,602.9,861.3,1.048,258.4,624.5,882.9,0.674,301.5,667.5,969,0.404,301.5,689.1,990.5,0.29,279.9,710.6,990.5,0.257,279.9,710.6,990.5,0.837700330704655,3.293,3.931,59,7.666,4.747
"293",20915,"SAFC_01_029","SAFC_01","SAFC_01_029.08",8,0.999,129.2,602.9,732.1,0.766,86.1,646,732.1,0.592,107.7,646,753.7,0.36,409.1,667.5,1076.7,0.226,86.1,689.1,775.2,0.226,150.7,689.1,839.8,0.709029227557411,2.717,3.832,73,8.796,5.008
"294",20988,"SAFCHIL_01_056","SAFCHIL_01","SAFCHIL_01_056.01",1,0.609,301.5,538.3,839.8,0.621,323,559.9,882.9,0.621,366.1,581.4,947.5,0.45,366.1,602.9,969,0.423,366.1,624.5,990.5,0.145,387.6,646,1033.6,0.837336244541485,2.301,2.748,70,8.154,3.096
"295",21058,"SAFCHIL_01_056","SAFCHIL_01","SAFCHIL_01_056.02",2,0.593,279.9,559.9,839.8,0.604,258.4,559.9,818.3,0.47,279.9,559.9,839.8,0.325,279.9,581.4,861.3,0.238,344.5,602.9,947.5,0.156,387.6,624.5,1012.1,0.723837209302326,1.992,2.752,48,5.569,3.28
"296",21106,"SAFCHIL_01_056","SAFCHIL_01","SAFCHIL_01_056.03",3,0.785,215.3,559.9,775.2,0.772,258.4,538.3,796.7,0.658,301.5,559.9,861.3,0.347,258.4,602.9,861.3,0.209,279.9,624.5,904.4,0.151,366.1,624.5,990.5,0.889892323723515,2.562,2.879,63,7.377,3.303
"297",21169,"SAFCHIL_01_056","SAFCHIL_01","SAFCHIL_01_056.04",4,0.626,258.4,559.9,818.3,0.736,279.9,559.9,839.8,0.418,323,581.4,904.4,0.308,366.1,602.9,969,0.186,387.6,646,1033.6,0.134,452.2,646,1098.2,0.782022471910112,2.088,2.67,55,6.846,2.461
"298",21224,"SAFCHIL_01_056","SAFCHIL_01","SAFCHIL_01_056.05",5,0.683,323,559.9,882.9,0.743,301.5,559.9,861.3,0.575,323,559.9,882.9,0.54,323,602.9,925.9,0.267,323,624.5,947.5,0.178,387.6,624.5,1012.1,0.879543094496366,2.541,2.889,58,6.838,3.129
"299",21282,"SAFCHIL_01_056","SAFCHIL_01","SAFCHIL_01_056.06",6,0.647,323,559.9,882.9,0.836,301.5,559.9,861.3,0.613,323,559.9,882.9,0.392,301.5,602.9,904.4,0.298,344.5,624.5,969,0.199,366.1,624.5,990.5,0.867806069061737,2.488,2.867,52,6.284,3.11
"300",21334,"SAFCHIL_01_056","SAFCHIL_01","SAFCHIL_01_056.07",7,0.599,236.9,559.9,796.7,0.598,323,559.9,882.9,0.47,344.5,581.4,925.9,0.308,323,602.9,925.9,0.203,409.1,624.5,1033.6,0.151,430.7,646,1076.7,0.732838589981447,1.975,2.695,56,6.33,3.164
"301",21390,"SAFCHIL_01_056","SAFCHIL_01","SAFCHIL_01_056.08",8,0.775,258.4,559.9,818.3,0.692,258.4,559.9,818.3,0.524,236.9,581.4,818.3,0.278,236.9,602.9,839.8,0.209,323,624.5,947.5,0.146,473.7,624.5,1098.2,0.835419734904271,2.269,2.716,51,5.94,2.995
"302",21441,"SAFCHIL_01_056","SAFCHIL_01","SAFCHIL_01_056.09",9,0.617,258.4,559.9,818.3,0.523,258.4,559.9,818.3,0.429,258.4,581.4,839.8,0.313,301.5,602.9,904.4,0.203,387.6,624.5,1012.1,0.145,366.1,646,1012.1,0.715317369821361,1.882,2.631,61,6.932,2.984
"303",21502,"SAFCHIL_01_056","SAFCHIL_01","SAFCHIL_01_056.10",10,0.732,279.9,559.9,839.8,0.569,258.4,559.9,818.3,0.441,258.4,581.4,839.8,0.302,258.4,602.9,861.3,0.215,279.9,624.5,904.4,0.134,301.5,646,947.5,0.732091690544413,2.044,2.792,59,6.814,3.152
"304",21561,"SAFCHIL_01_056","SAFCHIL_01","SAFCHIL_01_056.11",11,0.534,301.5,559.9,861.3,0.563,258.4,559.9,818.3,0.476,258.4,581.4,839.8,0.401,236.9,602.9,839.8,0.273,279.9,602.9,882.9,0.18,301.5,624.5,925.9,0.728144596090004,1.974,2.711,62,7.202,3.059
"305",21623,"SAFCRIP_01_060","SAFCRIP_01","SAFCRIP_01_060.01",1,1.181,193.8,581.4,775.2,1.042,172.3,624.5,796.7,0.867,193.8,646,839.8,0.464,236.9,667.5,904.4,0.439,279.9,689.1,969,0.245,366.1,689.1,1055.1,0.915979381443299,3.554,3.88,48,5.872,4.521
"306",21671,"SAFCRIP_01_060","SAFCRIP_01","SAFCRIP_01_060.02",2,1.213,258.4,538.3,796.7,1.085,193.8,624.5,818.3,0.621,172.3,646,818.3,0.389,193.8,667.5,861.3,0.273,279.9,689.1,969,0.215,301.5,689.1,990.5,0.853457172342621,3.308,3.876,63,7.594,4.632
"307",21734,"SAFCRIP_01_060","SAFCRIP_01","SAFCRIP_01_060.03",3,1.231,193.8,602.9,796.7,1.269,215.3,624.5,839.8,0.685,215.3,646,861.3,0.354,172.3,667.5,839.8,0.262,193.8,689.1,882.9,0.198,344.5,710.6,1055.1,0.899364675984752,3.539,3.935,49,6.309,4.243
"308",21783,"SAFCRIP_01_060","SAFCRIP_01","SAFCRIP_01_060.04",4,1.286,193.8,602.9,796.7,1.105,236.9,624.5,861.3,0.753,236.9,667.5,904.4,0.372,215.3,689.1,904.4,0.261,279.9,689.1,969,0.203,344.5,710.6,1055.1,0.906185567010309,3.516,3.88,56,6.521,4.563
"309",21839,"SAFCRIP_01_060","SAFCRIP_01","SAFCRIP_01_060.05",5,1.161,236.9,602.9,839.8,1.162,215.3,624.5,839.8,0.534,193.8,667.5,861.3,0.366,215.3,689.1,904.4,0.261,323,689.1,1012.1,0.192,366.1,710.6,1076.7,0.872732196046575,3.223,3.693,54,6.659,3.959
"310",21893,"SAFCRIP_01_061","SAFCRIP_01","SAFCRIP_01_061.01",1,1.363,129.2,602.9,732.1,1.28,172.3,624.5,796.7,0.702,215.3,646,861.3,0.578,215.3,667.5,882.9,0.524,236.9,667.5,904.4,0.215,215.3,689.1,904.4,0.94054183649005,3.923,4.171,47,6.038,5.05
"311",21940,"SAFCRIP_01_061","SAFCRIP_01","SAFCRIP_01_061.02",2,1.265,193.8,602.9,796.7,1.142,215.3,624.5,839.8,0.843,236.9,646,882.9,0.372,236.9,667.5,904.4,0.279,258.4,689.1,947.5,0.244,279.9,689.1,969,0.898982377761231,3.622,4.029,53,6.441,4.818
"312",21993,"SAFF_0A_034","SAFF_0A","SAFF_0A_034.01",1,1.103,172.3,624.5,796.7,0.909,150.7,646,796.7,0.605,129.2,667.5,796.7,0.36,150.7,667.5,818.3,0.29,215.3,689.1,904.4,0.226,258.4,689.1,947.5,0.823513139695712,2.977,3.615,65,7.712,4.435
"313",22058,"SAFF_0A_034","SAFF_0A","SAFF_0A_034.02",2,1.096,150.7,646,796.7,0.893,150.7,646,796.7,0.636,150.7,667.5,818.3,0.366,129.2,667.5,796.7,0.279,172.3,667.5,839.8,0.238,150.7,689.1,839.8,0.876355112803985,2.991,3.413,57,6.65,4.11
"314",22115,"SAFF_0A_034","SAFF_0A","SAFF_0A_034.03",3,1.082,172.3,624.5,796.7,0.875,150.7,646,796.7,0.401,150.7,646,796.7,0.331,150.7,667.5,818.3,0.255,150.7,667.5,818.3,0.238,172.3,689.1,861.3,0.776046176046176,2.689,3.465,63,7.314,4.209
"315",22178,"SAFF_0A_034","SAFF_0A","SAFF_0A_034.04",4,1.087,172.3,624.5,796.7,0.948,150.7,646,796.7,0.599,129.2,667.5,796.7,0.313,150.7,667.5,818.3,0.244,129.2,689.1,818.3,0.192,150.7,689.1,839.8,0.839362005126745,2.947,3.511,63,7.836,3.878
"316",22241,"SAFF_0A_034","SAFF_0A","SAFF_0A_034.05",5,1.079,193.8,624.5,818.3,0.816,193.8,624.5,818.3,0.553,193.8,646,839.8,0.5,172.3,667.5,839.8,0.284,193.8,667.5,861.3,0.197,258.4,689.1,947.5,0.875037102997922,2.948,3.369,61,7.111,3.646
"317",22300,"SAFF_0A_034","SAFF_0A","SAFF_0A_034.06",6,0.836,172.3,646,818.3,0.816,129.2,646,775.2,0.412,215.3,646,861.3,0.319,236.9,667.5,904.4,0.261,258.4,689.1,947.5,0.221,279.9,689.1,969,0.777487765089723,2.383,3.065,63,7.151,3.913
"318",22363,"SAFF_0A_034","SAFF_0A","SAFF_0A_034.07",7,1.168,193.8,624.5,818.3,0.758,193.8,646,839.8,0.493,193.8,667.5,861.3,0.395,215.3,667.5,882.9,0.348,215.3,689.1,904.4,0.29,193.8,689.1,882.9,0.808388394139615,2.814,3.481,55,5.861,4.632
"319",22418,"SAFF_0A_042","SAFF_0A","SAFF_0A_042.01",1,1.174,172.3,602.9,775.2,0.96,172.3,624.5,796.7,0.575,172.3,646,818.3,0.441,193.8,667.5,861.3,0.377,236.9,667.5,904.4,0.331,236.9,689.1,925.9,0.817969358608154,3.15,3.851,64,7.368,5.637
"320",22482,"SAFF_0A_042","SAFF_0A","SAFF_0A_042.02",2,1.066,172.3,624.5,796.7,1.022,193.8,624.5,818.3,0.54,193.8,646,839.8,0.424,215.3,667.5,882.9,0.331,236.9,667.5,904.4,0.267,236.9,689.1,925.9,0.858992400788066,3.052,3.553,59,7.102,4.725
"321",22541,"SAFF_0A_042","SAFF_0A","SAFF_0A_042.03",3,0.946,193.8,624.5,818.3,0.795,172.3,646,818.3,0.557,193.8,646,839.8,0.435,258.4,667.5,925.9,0.319,258.4,689.1,947.5,0.255,258.4,689.1,947.5,0.783543577981651,2.733,3.488,58,7.036,4.319
"322",22599,"SAFF_0A_042","SAFF_0A","SAFF_0A_042.04",4,1.032,172.3,624.5,796.7,0.801,172.3,624.5,796.7,0.528,193.8,646,839.8,0.389,215.3,646,861.3,0.377,215.3,667.5,882.9,0.255,215.3,689.1,904.4,0.784593437945792,2.75,3.505,56,6.762,4.243
"323",22655,"SAFF_0A_042","SAFF_0A","SAFF_0A_042.05",5,1.085,193.8,624.5,818.3,0.95,215.3,624.5,839.8,0.493,215.3,646,861.3,0.406,236.9,667.5,904.4,0.325,236.9,689.1,925.9,0.267,258.4,689.1,947.5,0.841410954975624,2.934,3.487,60,7.055,4.661
"324",22715,"SAFF_0A_042","SAFF_0A","SAFF_0A_042.06",6,1.206,172.3,624.5,796.7,0.721,193.8,646,839.8,0.505,236.9,646,882.9,0.372,236.9,667.5,904.4,0.337,258.4,667.5,925.9,0.267,279.9,689.1,969,0.818447168709866,2.804,3.426,61,7.442,4.18
"325",22776,"SAFF_0A_042","SAFF_0A","SAFF_0A_042.07",7,1.039,150.7,624.5,775.2,0.743,172.3,646,818.3,0.528,193.8,646,839.8,0.406,236.9,667.5,904.4,0.325,258.4,667.5,925.9,0.267,279.9,689.1,969,0.786334684423857,2.716,3.454,62,7.195,4.719
